survived;pclass;sex;age;sibsp;parch;embarked;fare_per_customer;embarked_remapped;cabin_remapped
0;3;0;29,7;0;0;3;7,75;3;0
0;3;0;34;0;0;2;8,05;2;0
0;2;0;48;0;0;2;13;2;0
0;3;0;29,7;0;0;2;8,05;2;0
0;3;0;38;0;0;2;7,05;2;0
0;2;0;29,7;0;0;2;0;2;0
0;1;0;56;0;0;2;26,55;2;0
0;3;0;29,7;0;0;3;7,73;3;0
0;3;0;29,7;0;0;2;7,25;2;0
0;3;0;38;0;0;2;8,66;2;0
0;2;0;34;1;0;2;10,5;2;0
0;3;0;29;1;0;2;3,52;2;0
0;3;0;22;0;0;2;7,52;2;0
0;3;0;9;5;2;2;5,86;2;0
0;2;0;29,7;0;0;2;0;2;0
0;3;0;50;0;0;2;8,05;2;0
0;3;0;30;0;0;2;8,05;2;0
1;3;0;9;1;1;2;5,3;2;0
0;3;0;29,7;1;0;2;9,98;2;0
0;3;0;21;0;0;2;7,25;2;0
0;1;0;71;0;0;1;49,5;1;0
0;3;0;21;0;0;2;8,05;2;0
0;3;0;29,7;0;0;1;14,46;1;0
0;3;0;29,7;0;0;2;15,1;2;0
0;3;0;24;0;0;2;7,8;2;0
0;3;0;17;0;0;2;8,66;2;0
1;1;0;29,7;0;0;2;26,55;2;0
0;3;0;28;0;0;2;22,53;2;0
1;3;0;26;0;0;2;56,5;2;0
1;3;0;29;0;0;3;7,75;3;0
0;3;0;29,7;0;0;2;8,05;2;0
0;3;0;24;0;0;2;7,5;2;0
0;3;0;29,7;0;0;3;24,15;3;0
0;3;0;32;0;0;2;7,9;2;0
0;3;0;22;0;0;2;7,9;2;0
0;3;0;29,7;0;0;1;7,23;1;0
0;3;0;29,7;0;0;1;7,23;1;0
0;3;0;40,5;0;0;3;7,75;3;0
0;3;0;39;0;0;2;7,93;2;0
0;2;0;23;2;1;2;2,88;2;0
0;3;0;29,7;0;0;1;7,23;1;0
0;3;0;17;1;1;1;2,41;1;0
0;3;0;29,7;0;0;2;14,5;2;0
1;2;0;32;1;0;2;13;2;0
0;1;0;64;0;0;2;26;2;0
1;2;0;29,7;0;0;1;13,86;1;0
0;3;0;33;1;1;2;6,84;2;0
1;2;0;8;1;1;2;12,25;2;0
0;2;0;27;0;0;2;26;2;0
0;3;0;29,7;0;0;3;7,83;3;0
1;3;0;22;0;0;1;7,23;1;0
0;1;0;62;0;0;2;26,55;2;0
0;1;0;29,7;0;0;1;227,53;1;0
0;3;0;29,7;0;0;3;7,75;3;0
0;3;0;40;0;0;2;7,9;2;0
0;2;0;28;0;0;2;13,5;2;0
0;3;0;29,7;0;0;2;8,05;2;0
0;3;0;24;2;0;2;8,05;2;0
0;3;0;19;0;0;2;7,9;2;0
0;3;0;29,7;0;0;1;7,23;1;0
1;3;0;32;0;0;2;7,85;2;0
1;2;0;62;0;0;2;10,5;2;0
0;3;0;16;0;0;2;8,05;2;0
0;3;0;19;0;0;2;14,5;2;0
1;3;0;32;0;0;2;7,93;2;0
0;2;0;54;0;0;2;26;2;0
0;3;0;29,7;0;0;1;8,71;1;0
0;2;0;47;0;0;2;15;2;0
0;3;0;22;0;0;2;8,05;2;0
0;3;0;29,7;0;0;2;8,05;2;0
0;3;0;35;0;0;2;7,13;2;0
0;3;0;47;0;0;2;7,25;2;0
0;2;0;37;1;0;2;13;2;0
0;3;0;36;1;1;2;8,05;2;0
0;3;0;49;0;0;2;0;2;0
0;3;0;29,7;0;0;1;7,23;1;0
0;3;0;29,7;0;0;2;7,9;2;0
0;1;0;29,7;0;0;2;42,4;2;0
0;3;0;44;0;0;2;8,05;2;0
1;1;0;35;0;0;1;26,55;1;0
0;3;0;36;1;0;2;7,78;2;0
0;3;0;30;0;0;2;7,9;2;0
1;1;0;27;0;0;2;30,5;2;0
0;3;0;29,7;0;0;2;7,05;2;0
0;3;0;29,7;0;0;3;7,75;3;0
0;3;0;35;0;0;2;8,05;2;0
0;3;0;34;1;1;2;4,8;2;0
0;2;0;26;0;0;2;10,5;2;0
0;3;0;27;1;0;1;7,23;1;0
1;3;0;20;1;1;1;5,25;1;0
0;3;0;21;0;0;2;7,85;2;0
0;3;0;21;0;0;2;16,1;2;0
0;2;0;57;0;0;3;12,35;3;0
0;3;0;26;0;0;2;7,9;2;0
0;3;0;29,7;0;0;3;7,73;3;0
0;3;0;51;0;0;2;7,05;2;0
0;1;0;29,7;0;0;2;0;2;0
0;3;0;32;0;0;2;7,93;2;0
0;2;0;31;1;1;2;8,75;2;0
0;3;0;29,7;1;0;2;8,05;2;0
0;3;0;20;0;0;2;7,85;2;0
1;3;0;29,7;0;0;2;56,5;2;0
0;3;0;19;0;0;2;7,9;2;0
0;3;0;29,7;0;0;2;7,55;2;0
0;3;0;29,7;0;0;2;7,9;2;0
0;3;0;21;0;0;2;8,43;2;0
0;2;0;24;2;0;2;24,5;2;0
0;3;0;29,7;0;0;2;7,9;2;0
0;2;0;23;0;0;2;13;2;0
1;1;0;50;2;0;2;44,55;2;0
0;3;0;40;0;0;1;7,23;1;0
0;3;0;36;0;0;2;7,5;2;0
1;3;0;20;1;0;2;3,96;2;0
0;2;0;32;2;0;2;24,5;2;0
0;2;0;25;0;0;2;13;2;0
0;3;0;29,7;0;0;2;7,78;2;0
0;3;0;43;0;0;2;8,05;2;0
0;2;0;70;0;0;2;10,5;2;0
1;2;0;31;0;0;2;13;2;0
0;2;0;29,7;0;0;2;0;2;0
0;3;0;18;0;0;2;7,78;2;0
0;3;0;24,5;0;0;2;8,05;2;0
0;3;0;20;0;0;2;9,23;2;0
0;3;0;14;5;2;2;5,86;2;0
0;2;0;60;1;1;2;13;2;0
0;2;0;25;1;2;1;10,39;1;0
0;3;0;14;4;1;2;6,61;2;0
0;3;0;19;0;0;2;10,17;2;0
0;3;0;18;0;0;2;7,8;2;0
1;3;0;29,7;0;0;2;56,5;2;0
0;3;0;25;0;0;1;7,23;1;0
0;1;0;60;0;0;2;26,55;2;0
0;2;0;52;0;0;2;13,5;2;0
0;3;0;44;0;0;2;8,05;2;0
0;3;0;25;0;0;3;7,74;3;0
0;3;0;26;1;0;2;3,93;2;0
0;2;0;39;0;0;2;26;2;0
1;3;0;29,7;1;1;1;5,08;1;0
0;3;0;29;0;0;2;9,48;2;0
0;2;0;52;0;0;2;13;2;0
0;3;0;29,7;0;0;3;15,5;3;0
0;3;0;33;0;0;2;7,78;2;0
0;3;0;17;1;0;2;3,53;2;0
0;2;0;34;0;0;2;13;2;0
0;2;0;50;0;0;2;13;2;0
0;3;0;20;0;0;2;8,66;2;0
0;2;0;25;1;0;2;13;2;0
0;3;0;11;0;0;1;18,79;1;0
0;2;0;29,7;0;0;2;0;2;0
0;2;0;23;0;0;2;13;2;0
0;2;0;23;0;0;2;13;2;0
0;3;0;28,5;0;0;2;16,1;2;0
0;3;0;29,7;0;0;2;7,9;2;0
0;3;0;29,7;0;0;2;7,9;2;0
0;3;0;24;1;0;2;8,05;2;0
1;3;0;31;0;0;2;7,93;2;0
0;3;0;16;1;1;2;6,75;2;0
0;3;0;31;0;0;3;7,75;3;0
0;3;0;33;0;0;2;9,5;2;0
0;3;0;23;0;0;2;7,9;2;0
1;2;0;0,67;1;1;2;4,83;2;0
0;3;0;28;0;0;2;7,8;2;0
0;2;0;18;0;0;2;11,5;2;0
0;3;0;34;0;0;2;8,05;2;0
0;3;0;29,7;0;0;2;14,5;2;0
0;3;0;41;0;0;2;7,13;2;0
1;3;0;20;0;0;1;7,23;1;0
0;3;0;16;0;0;2;7,78;2;0
0;1;0;29,7;0;0;1;39,6;1;0
0;3;0;29,7;1;0;3;12,08;3;0
0;3;0;32;0;0;2;8,36;2;0
0;3;0;24;0;0;2;9,5;2;0
0;3;0;48;0;0;2;7,85;2;0
0;3;0;29,7;0;0;1;7,23;1;0
0;3;0;18;0;0;2;7,75;2;0
0;3;0;29,7;0;0;3;7,74;3;0
0;3;0;29,7;1;2;2;5,86;2;0
0;3;0;25;0;0;2;7,05;2;0
0;3;0;25;0;0;2;7,25;2;0
0;3;0;8;4;1;3;4,85;3;0
1;3;0;1;1;2;2;5,14;2;0
0;3;0;29,7;0;0;3;7,75;3;0
0;2;0;16;0;0;2;26;2;0
0;1;0;29,7;0;0;1;30,7;1;0
0;3;0;25;0;0;2;7,9;2;0
0;2;0;39;0;0;2;13;2;0
0;3;0;30;0;0;1;7,23;1;0
0;2;0;34;0;0;2;13;2;0
1;3;0;0,42;0;1;1;4,26;1;0
1;3;0;27;0;0;2;6,98;2;0
0;3;0;31;0;0;2;7,78;2;0
0;2;0;39;0;0;2;13;2;0
0;3;0;26;0;0;2;7,89;2;0
0;3;0;39;0;0;2;24,15;2;0
0;2;0;35;0;0;2;10,5;2;0
0;3;0;30,5;0;0;2;8,05;2;0
0;2;0;31;1;1;1;12,33;1;0
0;3;0;43;0;0;2;6,45;2;0
0;3;0;10;3;2;2;4,65;2;0
1;3;0;27;0;0;2;8,66;2;0
0;1;0;38;0;0;2;0;2;0
0;3;0;2;4;1;2;6,61;2;0
0;3;0;29,7;0;0;3;6,95;3;0
0;3;0;29,7;0;0;2;56,5;2;0
1;2;0;1;0;2;1;12,33;1;0
1;3;0;29,7;0;0;3;7,75;3;0
1;2;0;0,83;1;1;2;6,25;2;0
0;3;0;29,7;0;0;1;7,23;1;0
0;3;0;23;0;0;2;7,85;2;0
0;3;0;18;0;0;2;8,3;2;0
0;3;0;21;0;0;2;8,66;2;0
0;3;0;29,7;0;0;2;8,05;2;0
1;3;0;32;0;0;2;56,5;2;0
0;3;0;20;0;0;2;7,93;2;0
0;2;0;16;0;0;2;10,5;2;0
0;3;0;34,5;0;0;1;6,44;1;0
0;3;0;17;0;0;2;8,66;2;0
0;3;0;42;0;0;2;7,55;2;0
0;3;0;29,7;8;2;2;6,32;2;0
0;3;0;35;0;0;1;7,9;1;0
0;2;0;28;0;1;2;16,5;2;0
0;3;0;4;4;2;2;4,47;2;0
0;3;0;74;0;0;2;7,78;2;0
0;3;0;29,7;0;0;1;7,23;1;0
0;3;0;41;2;0;2;4,7;2;0
0;2;0;21;1;0;2;5,75;2;0
0;2;0;24;0;0;2;13;2;0
0;3;0;29,7;0;0;2;9,5;2;0
1;3;0;4;1;1;2;3,71;2;0
0;3;0;26;0;0;2;7,9;2;0
0;3;0;47;0;0;2;9;2;0
0;3;0;20;0;0;2;9,85;2;0
0;3;0;19;0;0;2;7,9;2;0
0;3;0;29,7;0;0;2;7,9;2;0
0;3;0;33;0;0;2;7,9;2;0
0;2;0;28;0;0;2;10,5;2;0
0;3;0;25;0;0;2;7,05;2;0
0;2;0;27;0;0;2;13;2;0
0;3;0;32;0;0;3;7,75;3;0
